dummy,dummy,dummy,dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GHG010,JPN,N2OLandUse,ec,4.90341,4.41307,3.92273,3.43239,2.94205,2.45171,1.96137,1.47102,0.980683,0.490341,-1.70865e-07,6.01237,12.0247,18.0371,24.0495,30.0618,36.0742,42.0866,48.099,54.1113,60.1237,54.7722,49.4207,44.0691,38.7176,33.3661,28.0146,22.6631,17.3116,11.96,6.60852,5.86881,5.1291,4.38939,3.64968,2.90998,2.17027,1.43056,0.690852,-0.0488563,-0.788565,-0.718888,-0.649212,-0.579536,-0.509859,-0.440183,-0.370507,-0.300831,-0.231154,-0.161478,-0.0918017,0.295585,0.682971,1.07036,1.45774,1.84513,2.23252,2.6199,3.00729,3.39468,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206,3.78206
GHG010,LAM,CO2LandUse,ea,9.3584,26783.3,53557.2,80331.1,107105,133879,160653,187427,214201,240975,267749,241167,214586,188004,161423,134842,108260,81678.9,55097.6,28516.2,1934.84,1896.8,1858.76,1820.72,1782.68,1744.65,1706.61,1668.57,1630.53,1592.49,1554.45,1515.83,1477.2,1438.57,1399.95,1361.32,1322.69,1284.06,1245.44,1206.81,1168.18,1129.03,1089.87,1050.71,1011.56,972.403,933.247,894.091,854.936,815.78,776.624,715.261,653.897,592.534,531.17,469.807,408.443,347.08,285.717,224.353,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99,162.99
GHG010,LAM,CO2LandUse,eb,37.1437,-14741.7,-29520.6,-44299.5,-59078.4,-73857.3,-88636.2,-103415,-118194,-132973,-147752,-132977,-118203,-103428,-88653.8,-73879.3,-59104.8,-44330.3,-29555.8,-14781.3,-6.80242,-7.05214,-7.30186,-7.55158,-7.80129,-8.05101,-8.30073,-8.55045,-8.80017,-9.04988,-9.2996,-7.74064,-6.18168,-4.62272,-3.06376,-1.5048,0.0541575,1.61312,3.17208,4.73104,6.29,5.84248,5.39496,4.94744,4.49992,4.0524,3.60488,3.15736,2.70984,2.26232,1.8148,1.34127,0.867745,0.39422,-0.0793049,-0.55283,-1.02636,-1.49988,-1.97341,-2.44693,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046,-2.92046
GHG010,LAM,CO2LandUse,ec,147.424,2185.84,4224.25,6262.66,8301.08,10339.5,12377.9,14416.3,16454.7,18493.1,20531.6,18478.5,16425.4,14372.3,12319.3,10266.2,8213.11,6160.03,4106.96,2053.89,0.81047,0.787882,0.765293,0.742705,0.720117,0.697528,0.67494,0.652352,0.629763,0.607175,0.584587,0.542786,0.500984,0.459183,0.417382,0.375581,0.33378,0.291979,0.250178,0.208376,0.166575,0.171472,0.176369,0.181265,0.186162,0.191059,0.195955,0.200852,0.205749,0.210646,0.215542,0.218846,0.222149,0.225453,0.228756,0.23206,0.235364,0.238667,0.241971,0.245274,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578,0.248578
GHG010,LAM,CH4LandUse,ea,0.0946228,2.73676,5.3789,8.02103,10.6632,13.3053,15.9474,18.5896,21.2317,23.8739,26.516,26.6338,26.7516,26.8694,26.9872,27.105,27.2228,27.3406,27.4584,27.5762,27.694,27.7985,27.9029,28.0074,28.1119,28.2164,28.3209,28.4254,28.5298,28.6343,28.7388,28.7876,28.8363,28.8851,28.9338,28.9826,29.0313,29.0801,29.1288,29.1776,29.2263,29.2442,29.2621,29.28,29.2979,29.3158,29.3336,29.3515,29.3694,29.3873,29.4052,29.3928,29.3804,29.3679,29.3555,29.3431,29.3307,29.3182,29.3058,29.2934,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281,29.281
GHG010,LAM,CH4LandUse,eb,0.37556,0.338004,0.300448,0.262892,0.225336,0.18778,0.150224,0.112668,0.0751123,0.0375563,2.64503e-07,0.000963891,0.00192752,0.00289114,0.00385477,0.0048184,0.00578202,0.00674565,0.00770928,0.0086729,0.00963653,0.00244995,-0.00473662,-0.0119232,-0.0191098,-0.0262964,-0.0334829,-0.0406695,-0.0478561,-0.0550427,-0.0622292,-0.0599213,-0.0576133,-0.0553053,-0.0529974,-0.0506894,-0.0483814,-0.0460735,-0.0437655,-0.0414575,-0.0391495,-0.038999,-0.0388485,-0.0386979,-0.0385474,-0.0383968,-0.0382463,-0.0380957,-0.0379452,-0.0377946,-0.0376441,-0.037376,-0.0371078,-0.0368397,-0.0365716,-0.0363035,-0.0360354,-0.0357672,-0.0354991,-0.035231,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629,-0.0349629
GHG010,LAM,CH4LandUse,ec,1.49061,1.34155,1.19249,1.04343,0.894365,0.745304,0.596243,0.447183,0.298122,0.149061,-3.66473e-08,-0.000140911,-0.000281784,-0.000422658,-0.000563532,-0.000704406,-0.00084528,-0.000986154,-0.00112703,-0.0012679,-0.00140878,-0.00115054,-0.000892301,-0.000634064,-0.000375827,-0.00011759,0.000140647,0.000398884,0.000657121,0.000915358,0.0011736,0.00111031,0.00104702,0.000983725,0.000920435,0.000857145,0.000793855,0.000730565,0.000667275,0.000603985,0.000540695,0.000530455,0.000520214,0.000509974,0.000499733,0.000489492,0.000479252,0.000469011,0.00045877,0.00044853,0.000438289,0.00043179,0.000425291,0.000418792,0.000412293,0.000405794,0.000399295,0.000392796,0.000386297,0.000379798,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299,0.000373299
GHG010,LAM,N2OLandUse,ea,3.7927,113.576,223.36,333.143,442.926,552.71,662.493,772.277,882.06,991.844,1101.63,1111.52,1121.4,1131.29,1141.18,1151.07,1160.96,1170.85,1180.74,1190.62,1200.51,1207.45,1214.39,1221.32,1228.26,1235.2,1242.13,1249.07,1256.01,1262.94,1269.88,1275.6,1281.31,1287.03,1292.74,1298.46,1304.17,1309.89,1315.6,1321.32,1327.04,1329.42,1331.81,1334.19,1336.58,1338.97,1341.35,1343.74,1346.13,1348.51,1350.9,1351.15,1351.4,1351.65,1351.9,1352.15,1352.4,1352.65,1352.89,1353.14,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39,1353.39
GHG010,LAM,N2OLandUse,eb,15.0533,13.548,12.0427,10.5373,9.032,7.52667,6.02134,4.516,3.01067,1.50534,1.17743e-05,-0.121331,-0.242673,-0.364016,-0.485358,-0.606701,-0.728044,-0.849386,-0.970729,-1.09207,-1.21341,-0.85878,-0.504146,-0.149512,0.205122,0.559756,0.91439,1.26902,1.62366,1.97829,2.33293,2.43716,2.54139,2.64562,2.74985,2.85408,2.95831,3.06254,3.16677,3.271,3.37523,3.36714,3.35906,3.35098,3.3429,3.33481,3.32673,3.31865,3.31057,3.30248,3.2944,3.23295,3.1715,3.11004,3.04859,2.98714,2.92569,2.86424,2.80278,2.74133,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988,2.67988
GHG010,LAM,N2OLandUse,ec,59.747,53.7723,47.7976,41.8229,35.8482,29.8735,23.8988,17.9241,11.9494,5.9747,-1.63622e-06,0.0185962,0.037194,0.0557918,0.0743897,0.0929875,0.111585,0.130183,0.148781,0.167379,0.185977,0.167296,0.148615,0.129934,0.111253,0.0925723,0.0738914,0.0552105,0.0365296,0.0178488,-0.000832094,-0.00266246,-0.00449283,-0.00632321,-0.00815358,-0.00998395,-0.0118143,-0.0136447,-0.0154751,-0.0173054,-0.0191358,-0.0186713,-0.0182069,-0.0177424,-0.0172779,-0.0168135,-0.016349,-0.0158846,-0.0154201,-0.0149556,-0.0144912,-0.0133268,-0.0121624,-0.0109981,-0.00983368,-0.00866931,-0.00750494,-0.00634057,-0.00517619,-0.00401182,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745,-0.00284745
GHG010,LTU,CO2LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,CO2LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,CO2LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,CH4LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,CH4LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,CH4LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,N2OLandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,N2OLandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LTU,N2OLandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CO2LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CO2LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CO2LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CH4LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CH4LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,CH4LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,N2OLandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,N2OLandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LUX,N2OLandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CO2LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CO2LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CO2LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CH4LandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CH4LandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,CH4LandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,N2OLandUse,ea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,N2OLandUse,eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,LVA,N2OLandUse,ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHG010,MEA,CO2LandUse,ea,11.4899,11.5328,11.5756,11.6185,11.6614,11.7042,11.7471,11.7899,11.8328,11.8756,11.9185,10.2275,8.53646,6.84545,5.15443,3.46342,1.7724,0.0813877,-1.60963,-3.30064,-4.99166,-3.74145,-2.49125,-1.24104,0.00916577,1.25937,2.50958,3.75978,5.00999,6.2602,7.5104,9.4659,11.4214,13.3769,15.3324,17.2879,19.2434,21.1989,23.1544,25.1099,27.0654,29.3788,31.6923,34.0058,36.3193,38.6328,40.9463,43.2598,45.5733,47.8868,50.2003,45.3949,40.5895,35.7841,30.9787,26.1733,21.368,16.5626,11.7572,6.95181,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642,2.14642
GHG010,MEA,CO2LandUse,eb,7.80787,7.26841,6.72895,6.18949,5.65003,5.11057,4.57111,4.03165,3.49219,2.95273,2.41327,6.40808,10.4029,14.3977,18.3925,22.3873,26.3821,30.377,34.3718,38.3666,42.3614,36.7916,31.2219,25.6521,20.0823,14.5126,8.94282,3.37306,-2.19671,-7.76647,-13.3362,-29.3949,-45.4535,-61.5121,-77.5708,-93.6294,-109.688,-125.747,-141.805,-157.864,-173.923,-179.29,-184.656,-190.023,-195.39,-200.757,-206.124,-211.491,-216.858,-222.225,-227.592,-208.125,-188.658,-169.191,-149.724,-130.257,-110.791,-91.3236,-71.8566,-52.3897,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228,-32.9228
GHG010,MEA,CO2LandUse,ec,5.30576,4.58869,3.87162,3.15454,2.43747,1.7204,1.00332,0.28625,-0.430824,-1.1479,-1.86497,-7.3132,-12.7614,-18.2097,-23.6579,-29.1061,-34.5544,-40.0026,-45.4508,-50.8991,-56.3473,-49.6816,-43.0158,-36.3501,-29.6844,-23.0186,-16.3529,-9.68717,-3.02143,3.6443,10.31,29.0447,47.7793,66.5139,85.2485,103.983,122.718,141.452,160.187,178.922,197.656,199.594,201.531,203.468,205.406,207.343,209.281,211.218,213.155,215.093,217.03,198.282,179.534,160.786,142.037,123.289,104.541,85.7928,67.0446,48.2964,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482,29.5482
GHG010,MEA,CH4LandUse,ea,1.73438,1.86204,1.9897,2.11737,2.24503,2.3727,2.50036,2.62802,2.75569,2.88335,3.01101,3.04936,3.0877,3.12604,3.16438,3.20272,3.24106,3.2794,3.31774,3.35608,3.39443,3.4062,3.41798,3.42975,3.44153,3.4533,3.46508,3.47685,3.48863,3.5004,3.51218,3.53078,3.54938,3.56797,3.58657,3.60517,3.62377,3.64237,3.66097,3.67957,3.69817,3.67089,3.64362,3.61634,3.58907,3.56179,3.53452,3.50724,3.47997,3.45269,3.42542,3.48803,3.55064,3.61325,3.67586,3.73847,3.80108,3.86369,3.9263,3.98891,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152,4.05152
GHG010,MEA,CH4LandUse,eb,1.17858,1.12169,1.0648,1.00791,0.951016,0.894125,0.837235,0.780344,0.723454,0.666563,0.609673,0.552202,0.494731,0.43726,0.379789,0.322318,0.264847,0.207376,0.149905,0.0924345,0.0349636,0.0349314,0.0348992,0.034867,0.0348349,0.0348027,0.0347705,0.0347383,0.0347061,0.0346739,0.0346417,-0.0577313,-0.150104,-0.242477,-0.33485,-0.427223,-0.519596,-0.611969,-0.704342,-0.796716,-0.889089,-0.760521,-0.631954,-0.503386,-0.374819,-0.246251,-0.117684,0.0108839,0.139451,0.268019,0.396586,0.157295,-0.0819958,-0.321287,-0.560578,-0.799869,-1.03916,-1.27845,-1.51774,-1.75703,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632,-1.99632
GHG010,MEA,CH4LandUse,ec,0.800891,0.673686,0.546482,0.419277,0.292073,0.164868,0.0376636,-0.0895409,-0.216745,-0.34395,-0.471154,-0.428674,-0.386194,-0.343713,-0.301233,-0.258752,-0.216272,-0.173792,-0.131311,-0.0888308,-0.0463504,-0.0452361,-0.0441218,-0.0430075,-0.0418932,-0.0407789,-0.0396646,-0.0385503,-0.0374359,-0.0363216,-0.0352073,0.0850495,0.205306,0.325563,0.44582,0.566077,0.686334,0.806591,0.926847,1.0471,1.16736,1.02689,0.88642,0.745949,0.605478,0.465008,0.324537,0.184066,0.0435955,-0.0968752,-0.237346,-0.0237447,0.189857,0.403458,0.617059,0.83066,1.04426,1.25786,1.47146,1.68507,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867,1.89867
